DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
15/6/2022 21:15:00,7.2,59734,122,31.9,3,847,-1.14855E+32,-1.07414E+34,
15/6/2022 21:30:00,7.2,59605,117,31.5,3,847,-2.88477E+29,-1.8025E+25,
15/6/2022 21:45:00,7.3,59475,113,31.1,4,848,-2.63855E+35,-1.10399E+35,
15/6/2022 22:00:00,7.4,59346,108,30.7,4,848,-2.48763E+31,-3.55993E+34,
15/6/2022 22:15:00,7.3,59228,104,30.4,4,848,-1.65799E+36,-1.0547E+34,
15/6/2022 22:30:00,7.1,59121,101,30.2,4,848,-5.65964E+26,-2.46675E+35,
15/6/2022 22:45:00,7,59014,97,30,4,848,-8.41919E+34,-2.94521E+33,
15/6/2022 23:00:00,6.9,58907,92,29.8,4,848,-8.4075E+28,-3.08114E+33,
15/6/2022 23:15:00,7,59731,89,29.5,4,848,-2.63692E+35,-2.4086E+28,
15/6/2022 23:30:00,7.1,61485,87,29.1,4,848,-6.68871E+32,-3.57388E+37,
15/6/2022 23:45:00,7.2,63238,84,28.8,5,848,-2.63914E+35,-5.22725E+36,
16/6/2022 00:00:00,10.4,87682,77,28.6,7,848,-3.95932E+35,-9.78918E+35,
16/6/2022 00:15:00,10.6,91036,80,28.4,7,848,-47572992.7,-9.66807E+35,
16/6/2022 00:30:00,10.4,91893,81,28.1,7,848,-1.76313E+33,-1.44801E+36,
16/6/2022 00:45:00,10.3,92750,83,27.8,8,847,-6.82104E+35,-8.02545E+36,
16/6/2022 01:00:00,10.1,93607,85,27.5,8,847,-47762326,-9.66847E+35,
16/6/2022 01:15:00,9.9,93656,86,27.3,8,847,-5.24065E+34,-9.73023E+35,
16/6/2022 01:30:00,9.6,92897,86,27,8,847,-2.83806E+25,-1.09104E+38,
16/6/2022 01:45:00,9.4,92138,87,26.7,8,847,-5.58215E+33,-1.79896E+34,
16/6/2022 02:00:00,9.1,91379,87,26.4,8,847,-6.38079E+30,-2.58652E+35,
16/6/2022 02:15:00,9,91318,87,26.1,8,847,-3.66331E+35,-4.76877E+36,
16/6/2022 02:30:00,8.9,91955,86,26,8,847,-1.05153E+35,-5.27524E+36,
16/6/2022 02:45:00,8.8,92592,84,25.9,8,847,-4.46326E+29,-2.88808E+20,
16/6/2022 03:00:00,8.8,93229,83,25.8,8,847,-6.91655E+30,-6.10897E+34,
16/6/2022 03:15:00,8.7,93863,79,25.7,8,847,-6.43641E+30,-1.2678E+31,
16/6/2022 03:30:00,8.7,94496,73,25.6,8,847,-1.27375E+31,-3.30754E+35,
16/6/2022 03:45:00,8.7,95129,66,25.5,9,847,-6.36493E+30,-1.42487E+37,
16/6/2022 04:00:00,9,95762,61,25.4,9,847,-7.11403E+32,-2.57528E+38,
16/6/2022 04:15:00,9.6,95690,56,25.3,10,847,-47570219,-3.67091E+37,
16/6/2022 04:30:00,10.3,94914,52,25.2,11,847,-1.35315E+32,-3.88595E+37,
16/6/2022 04:45:00,11.1,94139,50,25.1,13,847,-1.0548E+36,-1.49344E+37,
16/6/2022 05:00:00,12,93363,47,25,14,847,-1.05184E+36,-6.37601E+17,
16/6/2022 05:15:00,12.4,93186,47,24.9,16,847,-1.05404E+36,-8.66209E+37,
16/6/2022 05:30:00,12.2,93607,48,24.8,17,847,-1.06723E+31,-3.67092E+37,
16/6/2022 05:45:00,12.2,94028,50,24.8,18,847,-5.36584E+35,-1.50367E+37,
16/6/2022 06:00:00,12.1,94449,51,24.7,19,847,-2.91937E+33,-1.77758E+38,
16/6/2022 06:15:00,11.8,92860,53,24.7,19,847,-6.09776E+35,-9.53244E+32,
16/6/2022 06:30:00,11.5,89259,53,24.7,19,847,-5.53625E+31,-1.09674E+33,
16/6/2022 06:45:00,11.1,85659,54,24.7,18,848,-1.87669E+29,-2.24067E+33,
16/6/2022 07:00:00,10.8,82058,55,24.7,18,848,-1.05596E+36,-7.04421E+36,
16/6/2022 07:15:00,10.4,78633,56,24.9,18,848,-1.20328E+24,-3.69778E+21,
16/6/2022 07:30:00,10.1,75383,56,25.2,18,848,-7.7041E+29,-2.71952E+38,
16/6/2022 07:45:00,9.7,72133,57,25.5,17,848,-4.74076E+29,-1.15916E+33,
16/6/2022 08:00:00,9.3,68883,58,25.8,17,848,-1.28075E+31,-9.1895E+36,
16/6/2022 08:15:00,9.2,66213,58,26.1,17,848,-3.53738E+31,-9.82358E+32,
16/6/2022 08:30:00,9.3,64122,58,26.6,17,848,-1.10323E+34,-8.56497E+32,
16/6/2022 08:45:00,9.4,62031,58,27,16,848,-5.2486E+34,-1.00654E+37,
16/6/2022 09:00:00,9.5,59940,58,27.5,16,848,-25255454.2,-9.66969E+35,
16/6/2022 09:15:00,9,57878,60,28,16,848,-2.06087E+35,-1.65701E+38,
16/6/2022 09:30:00,8,55846,64,28.5,15,848,-6.85618E+30,-5.08746E+36,
16/6/2022 09:45:00,7.2,53815,69,29,15,848,-3.04871E+35,-1.92524E+37,
16/6/2022 10:00:00,6.3,51783,75,29.5,14,848,-1.33378E+34,-1.65483E+37,
16/6/2022 10:15:00,5.9,50686,81,29.9,14,848,-1.76429E+32,-2.08833E+36,
16/6/2022 10:30:00,5.9,50525,86,30.3,13,848,-1.05592E+36,-7.01431E+31,
16/6/2022 10:45:00,6,50363,91,30.7,12,848,-7.39989E+35,-1.5466E+37,
16/6/2022 11:00:00,6.1,50202,96,31.1,11,848,-6.34452E+29,-2.96732E+33,
16/6/2022 11:15:00,6.2,49100,99,31.4,11,848,-4.57586E+32,-4.64383E+36,
16/6/2022 11:30:00,6.3,47058,104,31.7,11,848,-6.87388E+30,-5.04358E+25,
16/6/2022 11:45:00,6.3,45015,108,31.9,10,848,-1.2787E+32,-1.52757E+38,
16/6/2022 12:00:00,6.5,42973,112,32.2,10,848,-5.27141E+34,-8.0061E+37,
16/6/2022 12:15:00,6.5,41176,115,32.4,10,848,-3.23325E+33,-1.88339E+34,
16/6/2022 12:30:00,6.4,39624,117,32.7,9,848,-1.28798E+36,-4.02652E+34,
16/6/2022 12:45:00,6.4,38073,118,32.9,9,847,-1.21644E+36,-1.75125E+38,
16/6/2022 13:00:00,6.3,36521,121,33.2,8,847,-2.63493E+35,-1.24308E+37,
16/6/2022 13:15:00,6.2,35209,123,33.4,8,847,-5.69707E+32,-3.53382E+37,
16/6/2022 13:30:00,6.1,34138,125,33.6,8,847,-1.08735E+35,-1.7303E+38,
16/6/2022 13:45:00,6.1,33066,127,33.9,7,847,-4.70969E+29,-3.5142E+36,
16/6/2022 14:00:00,6,31995,129,34.1,7,847,-6.12596E+34,-1.74114E+34,
16/6/2022 14:15:00,6,30841,132,34.3,7,847,-3.50883E+34,-2.98409E+35,
16/6/2022 14:30:00,5.9,29604,134,34.5,7,847,-7.93169E+31,-5.59575E+33,
16/6/2022 14:45:00,5.9,28367,135,34.6,6,846,-3.51589E+34,-1.33999E+38,
16/6/2022 15:00:00,5.9,27130,137,34.8,6,846,-2.21891E+32,-8.18313E+34,
16/6/2022 15:15:00,5.7,26324,139,35,6,846,-8.31508E+27,-7.71518E+36,
16/6/2022 15:30:00,5.7,25948,139,35.1,6,846,-6.29227E+28,-9.7292E+35,
16/6/2022 15:45:00,5.6,25573,141,35.2,6,845,-5.53622E+34,-8.64608E+30,
16/6/2022 16:00:00,5.6,25197,142,35.3,6,845,-4.24418E+31,-6.50782E+30,
16/6/2022 16:15:00,5.4,24807,144,35.4,6,845,-1.11896E+30,-6.13139E+34,
16/6/2022 16:30:00,5.3,24402,144,35.5,6,845,-2.53654E+35,-1.71369E+23,
16/6/2022 16:45:00,5.2,23997,146,35.5,5,844,-2.24373E+22,-8.3217E+30,
16/6/2022 17:00:00,5,23592,146,35.6,5,844,14.8,0,
16/6/2022 17:15:00,4.9,23575,148,35.6,5,844,-3.98658E+33,-1.25767E+37,
16/6/2022 17:30:00,4.9,23944,149,35.6,5,844,-2.86634E+35,-3.52272E+37,
16/6/2022 17:45:00,4.9,24313,152,35.6,5,844,-5.28024E+34,-8.57243E+32,
16/6/2022 18:00:00,4.8,24682,153,35.6,5,844,-5.45741E+32,-1.48132E+37,
16/6/2022 18:15:00,4.8,25186,156,35.6,5,844,-4.69692E+36,-2.33658E+33,
16/6/2022 18:30:00,5,25825,158,35.5,5,844,-6.35836E+30,-8.54466E+32,
16/6/2022 18:45:00,5.1,26465,159,35.4,5,844,-98017995.5,0,
16/6/2022 19:00:00,5.3,27104,161,35.3,5,844,9.6,0,
16/6/2022 19:15:00,5.3,28742,163,35.2,5,844,-1.88461E+33,-1.30815E+35,
16/6/2022 19:30:00,5.2,31379,162,35.1,5,844,-143010997.3,0,
16/6/2022 19:45:00,5.2,34015,162,34.9,5,844,-5.2855E+29,-7.05246E+37,
16/6/2022 20:00:00,5.1,36652,162,34.8,5,844,-6.50825E+35,-7.03021E+36,
16/6/2022 20:15:00,4.8,40042,160,34.4,5,844,-6.64112E+35,-9.66447E+36,
16/6/2022 20:30:00,4.5,44186,159,33.8,5,844,-6.88626E+35,-1.42548E+37,
16/6/2022 20:45:00,4.2,48331,158,33.1,6,844,-5.64863E+34,-8.62728E+32,
16/6/2022 21:00:00,3.9,52475,156,32.5,6,844,-8.46225E+32,-3.72994E+29,
16/6/2022 21:15:00,3.4,58395,152,32,6,844,-9.52446E+33,-1.25139E+33,
16/6/2022 21:30:00,2.8,66090,145,31.5,7,844,-2.46568E+33,-1.97914E+37,
16/6/2022 21:45:00,2.3,73785,131,31.1,7,844,-6.86387E+35,-8.49004E+33,
16/6/2022 22:00:00,1.9,81480,115,30.6,8,844,-7.23883E+30,-3.34149E+35,
16/6/2022 22:15:00,2.5,87095,85,30.3,8,844,-1.83039E+28,-6.36099E+37,
16/6/2022 22:30:00,4.3,90629,69,30,9,844,-7.74196E+26,-9.22737E+32,
16/6/2022 22:45:00,6.2,94163,62,29.7,9,845,-1.6911E+34,-3.55564E+37,
16/6/2022 23:00:00,8.2,97697,59,29.4,10,845,-4.87747E+34,-8.27321E+29,
16/6/2022 23:15:00,9.8,99913,55,29.2,11,845,-1.47164E+32,-6.21147E+34,
16/6/2022 23:30:00,11.1,100810,50,29.1,12,845,-6.76127E+34,-1.85522E+38,
16/6/2022 23:45:00,12.5,101707,46,29,13,845,-6.5235E+34,-1.72746E+37,
17/6/2022 00:00:00,9.7,109086,58,30.1,7,845,-3.14708E+35,-5.14522E+37,
17/6/2022 00:15:00,11.1,112445,55,29.8,8,845,-4.04081E+33,-1.17042E+32,
17/6/2022 00:30:00,12.8,112019,51,29.3,10,845,-3.27917E+29,-2.53516E+37,
17/6/2022 00:45:00,14.6,111592,47,28.8,13,845,-4.45226E+34,-4.02521E+35,
17/6/2022 01:00:00,16.4,111166,44,28.3,15,845,-3.27934E+29,-2.98162E+37,
17/6/2022 01:15:00,17.4,113610,42,27.9,16,845,-5.25744E+34,-8.54402E+32,
17/6/2022 01:30:00,17.7,118924,41,27.6,17,845,-1.05496E+36,-2.92931E+34,
17/6/2022 01:45:00,18,124238,39,27.4,18,845,-1.54171E+35,-4.03875E+31,
17/6/2022 02:00:00,18.2,129552,38,27.1,19,845,-5.82662E+19,-2.21199E+28,
17/6/2022 02:15:00,18.3,131909,37,27,19,845,-3.27922E+29,-6.10973E+21,
17/6/2022 02:30:00,18,131309,38,26.9,19,845,-6.70711E+30,-9.15979E+36,
17/6/2022 02:45:00,17.7,130708,38,26.8,19,845,-2.11926E+36,-1.3309E+32,
17/6/2022 03:00:00,17.5,130108,39,26.7,19,845,-6.53921E+33,-8.54402E+32,
17/6/2022 03:15:00,17.5,127079,39,26.4,19,845,-1.28116E+32,-2.45685E+31,
17/6/2022 03:30:00,17.6,121620,38,26.1,20,845,-2.33172E+36,-1.55658E+35,
17/6/2022 03:45:00,17.8,116162,37,25.8,21,845,-1.54237E+33,-8.57919E+32,
17/6/2022 04:00:00,17.9,110703,37,25.5,22,845,-2.5814E+31,-3.43012E+16,
17/6/2022 04:15:00,17.9,107634,37,25.2,23,845,-1.03359E+35,-9.12148E+30,
17/6/2022 04:30:00,17.6,106953,37,24.9,24,845,-1.03411E+35,-1.36372E+38,
17/6/2022 04:45:00,17.6,106272,37,24.6,25,845,-1.03528E+36,-1.4757E+38,
17/6/2022 05:00:00,17.3,105591,37,24.3,26,845,-1.03418E+35,-7.19145E+37,
17/6/2022 05:15:00,17.2,104505,38,24.1,26,845,-25915519.7,-6.48586E+37,
17/6/2022 05:30:00,17.3,103012,39,24,26,845,-1.52637E+35,-7.08541E+37,
17/6/2022 05:45:00,17.3,101520,39,23.9,27,845,-2.21504E+31,-1.45642E+36,
17/6/2022 06:00:00,17.4,100027,40,23.8,27,845,-1.89382E+35,-3.30748E+35,
17/6/2022 06:15:00,16.9,99648,41,23.7,27,845,-3.45202E+34,-2.10209E+34,
17/6/2022 06:30:00,16.2,100382,41,23.6,27,845,-6.42043E+12,-8.17933E+29,
17/6/2022 06:45:00,15.3,101117,42,23.5,28,846,-4.6447E+33,-7.02924E+36,
17/6/2022 07:00:00,14.5,101851,43,23.4,28,846,-1.73927E+20,-7.19305E+14,
17/6/2022 07:15:00,13.3,100917,46,23.4,28,846,-1.5526E+26,-2.58085E+33,
17/6/2022 07:30:00,11.7,98316,51,23.6,28,846,-1.56701E+36,-6.52944E+34,
17/6/2022 07:45:00,10.3,95714,57,23.9,27,846,-2.44115E+31,-8.54401E+32,
17/6/2022 08:00:00,8.9,93113,65,24.1,27,846,-7.36449E+31,-6.83704E+34,
17/6/2022 08:15:00,7.8,93938,75,24.4,27,846,-1.05182E+36,-1.84518E+36,
17/6/2022 08:30:00,6.8,98190,87,24.8,26,846,-1.74828E+35,-1.77972E+36,
17/6/2022 08:45:00,6.2,102441,100,25.2,25,847,-1.19784E+30,-1.7874E+36,
17/6/2022 09:00:00,6,106693,117,25.6,24,847,-7.16881E+31,-1.41395E+38,
17/6/2022 09:15:00,6.1,110273,122,26.1,24,847,-1.97996E+27,-8.34275E+30,
17/6/2022 09:30:00,6.2,113182,115,26.6,23,847,-3.07788E+25,-1.85823E+33,
17/6/2022 09:45:00,6.2,116091,108,27.2,22,847,-2.33481E+32,-2.55655E+33,
17/6/2022 10:00:00,6.4,119000,102,27.7,21,847,-1.48426E+31,-5.06079E+35,
17/6/2022 10:15:00,6.8,121609,99,28.3,20,847,-3.62758E+36,-3.35921E+22,
17/6/2022 10:30:00,7.2,123920,100,28.9,19,847,-8.33421E+30,-1.29652E+38,
17/6/2022 10:45:00,7.6,126231,100,29.5,18,846,-213980000,-327583872,
17/6/2022 11:00:00,8,128542,100,30.1,17,846,-1.44814E+31,-8.5567E+32,
17/6/2022 11:15:00,8.3,130506,100,30.7,16,846,-3.66699E+20,-1.41497E+38,
17/6/2022 11:30:00,8.6,132124,101,31.2,15,846,-2.53719E+36,-6.9097E+33,
17/6/2022 11:45:00,8.9,133742,102,31.7,15,846,-1.49964E+32,-6.48456E+37,
17/6/2022 12:00:00,9.2,135360,102,32.2,14,846,-6.72349E+22,-4.01846E+31,
17/6/2022 12:15:00,9.4,135589,102,32.6,14,846,-1.59305E+36,-4.96793E+32,
17/6/2022 12:30:00,9.5,134430,102,33.1,13,846,0,-180556864,
17/6/2022 12:45:00,9.6,133270,103,33.5,12,845,-9.52509E+30,-9.91532E+37,
17/6/2022 13:00:00,9.7,132111,102,34,11,845,-2.26034E+34,-7.94269E+33,
17/6/2022 13:15:00,9.7,130458,102,34.4,11,845,-1.09074E+36,-2.35166E+36,
17/6/2022 13:30:00,9.5,128313,103,34.7,11,845,-1.64913E+35,-1.48128E+33,
17/6/2022 13:45:00,9.4,126168,103,35,10,845,-7.34648E+30,-8.54401E+32,
17/6/2022 14:00:00,9.2,124023,103,35.3,10,845,-1.3134E+36,-8.37253E+37,
17/6/2022 14:15:00,9,120987,103,35.5,10,845,-1.14623E+35,-8.58024E+32,
17/6/2022 14:30:00,8.7,117060,102,35.7,9,845,-1.09104E+36,-6.55361E+32,
17/6/2022 14:45:00,8.4,113133,102,36,9,844,-1.0908E+36,-3.29111E+37,
17/6/2022 15:00:00,8,109206,101,36.2,8,844,-6.34692E+25,-3.52081E+34,
17/6/2022 15:15:00,7.7,105243,100,36.3,8,844,-8.73905E+21,-1.25745E+36,
17/6/2022 15:30:00,7.4,101244,101,36.4,8,844,-2.32952E+30,-9.17393E+32,
17/6/2022 15:45:00,7.1,97245,101,36.4,7,844,-4.94674E+31,-1.01685E+27,
17/6/2022 16:00:00,6.8,93246,101,36.5,7,844,-4.31229E+18,-2.99363E+38,
17/6/2022 16:15:00,6.7,90474,101,36.5,7,844,-2.58964E+31,-1.60758E+32,
17/6/2022 16:30:00,6.6,88929,102,36.5,7,844,-2.47485E+36,-4.0188E+37,
17/6/2022 16:45:00,6.6,87385,102,36.4,8,843,-1.80553E+34,-2.83032E+32,
17/6/2022 17:00:00,6.6,85840,103,36.4,8,843,-7.24069E+30,-3.62216E+30,
17/6/2022 17:15:00,6.6,84873,103,36.4,8,843,-5.5442E+31,-1.36504E+23,
17/6/2022 17:30:00,6.5,84484,103,36.3,8,843,-7.24417E+30,-5.81529E+36,
17/6/2022 17:45:00,6.4,84095,103,36.2,8,844,-3.61021E+34,-1.17068E+33,
17/6/2022 18:00:00,6.3,83706,103,36.1,8,844,-1.10731E+34,-8.24912E+35,
17/6/2022 18:15:00,6.2,84474,101,36,8,844,-6.26864E+24,-5.43183E+33,
17/6/2022 18:30:00,6.4,86400,98,35.9,8,844,-7.76525E+18,-4.68059E+37,
17/6/2022 18:45:00,6.4,88327,95,35.7,9,844,-8.91337E+35,-2.89069E+36,
17/6/2022 19:00:00,6.6,90253,93,35.6,9,844,-7.30228E+25,-1.33994E+35,
17/6/2022 19:15:00,6.8,92821,88,35.4,9,844,-6.38367E+30,-4.73764E+33,
17/6/2022 19:30:00,7.1,96030,81,35.1,9,844,-7.86231E+35,-3.6805E+37,
17/6/2022 19:45:00,7.4,99239,74,34.8,10,844,-7.47693E+31,-1.14002E+29,
17/6/2022 20:00:00,7.9,102448,68,34.5,10,844,-2.9998E+23,-6.40444E+32,
17/6/2022 20:15:00,8.6,105898,60,34.1,11,844,-1.63532E+32,-2.00115E+37,
17/6/2022 20:30:00,9.7,109591,50,33.5,12,844,-2.04155E+35,-8.31896E+30,
17/6/2022 20:45:00,11,113283,42,32.8,13,845,-5.31379E+32,-9.82897E+36,
17/6/2022 21:00:00,12.6,116976,36,32.2,14,845,-9.63812E+27,-1.87023E+20,
17/6/2022 21:15:00,13.9,119269,33,31.5,14,845,-5.44761E+34,-8.29032E+35,
17/6/2022 21:30:00,14.8,120163,32,30.7,15,845,-5.63126E+31,-3.29982E+35,
17/6/2022 21:45:00,15.7,121057,31,30,16,845,-2.36547E+36,-8.54461E+32,
17/6/2022 22:00:00,16.6,121951,30,29.2,17,845,-5.24506E+34,-2.87187E+35,
17/6/2022 22:15:00,17,119289,30,28.7,17,845,-1.06378E+36,-4.25004E+35,
17/6/2022 22:30:00,16.9,113071,31,28.5,17,845,-2.66204E+35,-7.16006E+36,
17/6/2022 22:45:00,16.9,106852,32,28.2,18,846,-2.9049E+35,-8.56053E+36,
17/6/2022 23:00:00,16.9,100634,33,28,18,846,-1.15064E+31,-4.01975E+36,
17/6/2022 23:15:00,16.9,95222,33,27.8,18,846,-5.84436E+32,-1.55729E+35,
17/6/2022 23:30:00,17.1,90615,33,27.6,19,846,-3.45628E+31,-4.0337E+36,
17/6/2022 23:45:00,17.3,86009,32,27.3,19,846,-5.68406E+35,-1.71367E+34,
18/6/2022 00:00:00,4.9,55189,6,25.9,23,847,-2.95476E+33,-6.48725E+37,
18/6/2022 00:15:00,3.8,54677,11,25.7,23,847,-1.15472E+33,-3.56474E+37,
18/6/2022 00:30:00,3.3,55789,29,25.6,23,847,-1.09498E+36,-9.28561E+32,
18/6/2022 00:45:00,3.3,56902,51,25.5,23,848,-2.44529E+34,-6.29335E+31,
18/6/2022 01:00:00,3.7,58014,70,25.4,23,848,-6.77723E+33,-7.0209E+36,
18/6/2022 01:15:00,4.3,59400,75,25.3,23,848,-1.2872E+31,-4.77281E+33,
18/6/2022 01:30:00,5,61059,71,25.4,23,848,-5.79818E+34,-7.12904E+31,
18/6/2022 01:45:00,5.5,62718,68,25.4,22,848,-6.84522E+35,-3.55533E+37,
18/6/2022 02:00:00,6.2,64377,65,25.5,22,848,-5.80471E+34,-2.26625E+36,
18/6/2022 02:15:00,6.6,64366,66,25.4,22,848,-1.31123E+31,-4.91758E+36,
18/6/2022 02:30:00,6.9,62686,70,25.1,23,848,-2.64448E+35,-2.71799E+34,
18/6/2022 02:45:00,7.3,61006,73,24.8,23,848,-1.58752E+34,-6.97942E+33,
18/6/2022 03:00:00,7.7,59326,77,24.5,24,848,-1.43051E+34,-7.04504E+36,
18/6/2022 03:15:00,7.9,58272,79,24.1,24,848,-1.41726E+34,-1.74015E+32,
18/6/2022 03:30:00,8.2,57844,80,23.8,25,848,-1.17384E+33,-1.36703E+23,
18/6/2022 03:45:00,8.4,57417,82,23.5,26,849,-1.16465E+33,-4.55951E+35,
18/6/2022 04:00:00,8.7,56989,83,23.2,27,849,-1.41748E+34,-2.29156E+35,
18/6/2022 04:15:00,8.6,56033,84,22.9,28,849,-4.70713E+29,-4.04275E+31,
18/6/2022 04:30:00,8.5,54548,85,22.6,29,849,-6.21862E+32,-5.926E+37,
18/6/2022 04:45:00,8.4,53063,85,22.3,30,849,-5.26245E+34,-3.346E+35,
18/6/2022 05:00:00,8.3,51578,86,22,31,849,-4.20103E+35,-2.13275E+36,
18/6/2022 05:15:00,8.1,49882,86,21.8,31,849,-1.70335E+30,-3.14571E+38,
18/6/2022 05:30:00,7.8,47977,86,21.7,31,849,-2.89775E+33,-1.14562E+37,
18/6/2022 05:45:00,7.6,46072,85,21.5,32,849,-1.93878E+36,-2.46959E+31,
18/6/2022 06:00:00,7.3,44167,84,21.4,32,849,-2.49149E+36,-4.31326E+34,
18/6/2022 06:15:00,6.8,43403,87,21.3,32,849,-3.962E+36,-1.79144E+33,
18/6/2022 06:30:00,6,43782,96,21.3,32,849,-2.851E+28,-8.10941E+29,
18/6/2022 06:45:00,5.5,44160,108,21.3,31,850,-6.2141E+28,-1.53036E+26,
18/6/2022 07:00:00,5.2,44539,122,21.3,31,850,-1.82285E+36,-1.70673E+33,
18/6/2022 07:15:00,4.2,44660,136,21.3,32,850,-6.37614E+30,-5.23699E+26,
18/6/2022 07:30:00,2.8,44523,165,21.3,33,850,-3.42193E+27,-3.35009E+37,
18/6/2022 07:45:00,2.7,44386,211,21.2,34,850,-3.41819E+27,-3.35009E+37,
18/6/2022 08:00:00,4.1,44249,241,21.2,35,850,-6.37955E+30,-3.35009E+37,
18/6/2022 08:15:00,5.1,43343,249,21.1,36,850,-3.41819E+27,-3.35009E+37,
18/6/2022 08:30:00,5.3,41668,251,20.9,37,850,-1.30556E+31,-3.35338E+37,
18/6/2022 08:45:00,5.4,39993,252,20.7,38,851,-3.42745E+27,-3.3533E+37,
18/6/2022 09:00:00,5.5,38318,253,20.5,39,851,-5.2899E+34,-3.38209E+37,
18/6/2022 09:15:00,5.7,36863,253,20.4,40,851,-5.046E+32,-7.04485E+36,
18/6/2022 09:30:00,5.8,35628,251,20.3,42,851,-6.37983E+30,-3.52011E+34,
18/6/2022 09:45:00,6,34393,249,20.2,44,852,-1.27872E+32,-1.88879E+37,
18/6/2022 10:00:00,6.1,33158,248,20.1,46,852,-1.28175E+32,-3.29711E+35,
18/6/2022 10:15:00,5.9,32090,247,20,47,852,-1.06649E+14,-1.0372E+37,
18/6/2022 10:30:00,5.2,31189,246,20,47,852,-1.60326E+27,-2.77922E+36,
18/6/2022 10:45:00,4.7,30288,245,20,46,852,-6.37617E+30,-3.34428E+38,
18/6/2022 11:00:00,4,29387,243,20,46,852,-4.01443E+25,-2.91794E+38,
18/6/2022 11:15:00,3.5,29110,243,20,46,852,-3.25803E+25,-2.91627E+38,
18/6/2022 11:30:00,3,29457,244,20.1,45,852,-4.01406E+25,-2.91627E+38,
18/6/2022 11:45:00,2.4,29803,246,20.1,45,852,-2.5005E+35,-2.91627E+38,
18/6/2022 12:00:00,1.9,30150,249,20.2,44,852,-2.50057E+35,-2.91627E+38,
18/6/2022 12:15:00,1.7,30678,253,20.3,44,852,0,0,
18/6/2022 12:30:00,1.6,31388,255,20.5,43,852,-7.72572E+24,-1.23554E+36,
18/6/2022 12:45:00,1.5,32098,254,20.7,42,851,-2.6287E+35,-1.16342E+36,
18/6/2022 13:00:00,1.3,32808,257,20.9,41,851,-116604551.8,-1.95365E+28,
18/6/2022 13:15:00,1.3,33021,257,21.2,40,851,-5.10275E+32,-8.51985E+32,
18/6/2022 13:30:00,1.2,32736,256,21.5,39,851,-7.23577E+33,-8.54401E+32,
18/6/2022 13:45:00,1.3,32451,252,21.8,38,851,-1.03436E+32,-5.95489E+28,
18/6/2022 14:00:00,1.2,32166,250,22.1,37,851,-8.04798E+34,-9.32723E+36,
18/6/2022 14:15:00,1.1,31483,255,22.5,35,851,-2.49238E+28,-8.39699E+35,
18/6/2022 14:30:00,1.1,30403,265,23,34,851,-2.54886E+32,-1.47049E+35,
18/6/2022 14:45:00,1,29324,276,23.5,33,850,-5.65557E+26,-1.4535E+35,
18/6/2022 15:00:00,1,28244,287,24,32,850,-9.56705E+31,-3.96852E+34,
18/6/2022 15:15:00,1,27072,294,24.4,31,850,-2.46649E+33,-4.49242E+36,
18/6/2022 15:30:00,0.7,25808,304,24.8,30,850,-3.98325E+33,-1.04149E+38,
18/6/2022 15:45:00,0.4,24545,315,25.1,29,850,-2.57095E+34,-8.54507E+32,
18/6/2022 16:00:00,0.3,23281,0,25.5,28,850,-2.70812E+32,-2.51688E+33,
18/6/2022 16:15:00,0.3,22753,45,25.8,27,850,-3.67525E+34,-1.10105E+22,
18/6/2022 16:30:00,0.5,22960,90,26,26,850,-2.6551E+35,-7.04493E+36,
18/6/2022 16:45:00,0.8,23167,97,26.2,26,849,-2.65509E+35,-6.79462E+34,
18/6/2022 17:00:00,1.1,23374,105,26.4,25,849,-7.65413E+35,-7.76305E+35,
18/6/2022 17:15:00,1.3,24023,117,26.6,25,849,-2.025E+31,-5.69808E+33,
18/6/2022 17:30:00,1.6,25114,130,26.7,25,849,-8.67047E+33,-1.60046E+38,
18/6/2022 17:45:00,1.9,26205,141,26.8,24,849,-6.53311E+26,-1.16324E+28,
18/6/2022 18:00:00,2.2,27296,148,26.9,24,849,-1.2311E+34,-1.76278E+33,
18/6/2022 18:15:00,2.6,29687,149,27,24,849,-3.42044E+21,-1.39542E+17,
18/6/2022 18:30:00,2.9,33377,151,26.9,24,849,-1.6676E+30,-2.75376E+30,
18/6/2022 18:45:00,3.1,37067,151,26.9,24,849,-9.41562E+31,-8.62144E+32,
18/6/2022 19:00:00,3.4,40757,152,26.8,24,849,-1.27484E+18,-2.89133E+20,
18/6/2022 19:15:00,3.5,44279,151,26.7,24,849,-8.36278E+31,-1.71519E+34,
18/6/2022 19:30:00,3.8,47632,148,26.5,25,849,-2.42989E+13,-642990309,
18/6/2022 19:45:00,3.9,50985,144,26.4,25,849,-1.21298E+35,-7.02005E+36,
18/6/2022 20:00:00,4.2,54338,142,26.2,26,849,-5.25434E+34,-2.01379E+33,
18/6/2022 20:15:00,4.3,56139,141,26,26,849,-9.40079E+12,-2.51934E+15,
18/6/2022 20:30:00,4.1,56386,141,25.8,26,849,-3.48389E+32,-1.21228E+37,
18/6/2022 20:45:00,4,56633,141,25.7,27,849,-6.90927E+30,-1.88526E+34,
18/6/2022 21:00:00,3.8,56880,141,25.5,27,849,-2.17476E+32,-7.41546E+35,
